titre,date_debut,date_fin,type,service_publieur,lien
"Coupure d'eau – Rue Ontario Est, entre l'avenue Papineau et la rue Panet – Arrondissement de Ville-Marie",2024-02-17T18:56:18.765000,2024-06-16T19:56:18.765000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/coupure-deau-rue-ontario-est-entre-lavenue-papineau-et-la-rue-panet-arrondissement-de-villemarie-20240217140447"
"Fermeture de la circulation – Avenue Powell, entre la rue Atherton et l'avenue Mountain Sights – Côte-des-Neiges–Notre-Dame-de-Grâce",2024-02-17T23:51:27.630000,2024-06-17T00:51:27.630000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-avenue-powell-entre-la-rue-atherton-et-lavenue-mountain-sights-cotedesneigesnotredamedegrace-20240217190435"
"Coupure d'eau – Avenue Beaconsfield et avenue Somerled – Arrondissement de Côte-des-Neiges–Notre-Dame-de-Grâce",2024-02-18T14:33:45.690000,2024-06-17T15:33:45.690000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/coupure-deau-avenue-beaconsfield-et-avenue-somerled-arrondissement-de-cotedesneigesnotredamedegrace-20240218094409"
"Fermeture de la circulation – Avenue Beaconsfield, entre les avenues Fielding et Somerled – Côte-des-Neiges–Notre-Dame-de-Grâce",2024-02-18T14:11:37.602000,2024-06-17T15:11:37.602000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-avenue-beaconsfield-entre-les-avenues-fielding-et-somerled-cotedesneigesnotredamedegrace-20240218094418"
"Possibilité d’eau colorée – Arrondissement d'Anjou",2024-02-16T13:59:10.408000,2024-06-15T14:59:10.408000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/possibilite-deau-coloree-arrondissement-danjou-20240218115952"
"Horaire spécial pour le Centre aquatique de Rivière-des-Prairies, le 18/02/2024, Rivière-des-Prairies - Pointe-aux-Trembles",2024-02-18T21:21:56.773000,2024-06-17T22:21:56.773000,"Parcs et bâtiments municipaux","Services des communications","https://montreal.ca/alertes/horaire-special-pour-le-centre-aquatique-de-rivieredesprairies-le-18022024-rivieredesprairies-pointeauxtrembles-20240218163253"
"Horaire spécial pour la Piscine de l'Académie Beurling, le 22/02/2024, Arrondissement de Verdun",2024-02-19T00:06:49.996000,2024-06-18T01:06:49.996000,"Parcs et bâtiments municipaux","Services des communications","https://montreal.ca/alertes/horaire-special-pour-la-piscine-de-lacademie-beurling-le-22022024-arrondissement-de-verdun-20240218191315"
"Fermeture de la circulation – Rue Sainte-Catherine Est, entre l'avenue de l'Hôtel-de-Ville et la rue De Bullion, Ville-Marie",2024-02-16T21:47:45.574000,2024-06-15T22:47:45.574000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-rue-saintecatherine-est-entre-lavenue-de-lhoteldeville-et-la-rue-de-bullion-villemarie-20240219080739"
"Fermeture à ‌la‌ ‌circulation sur les rues De La Gauchetière et De Bleury, arrondissement de Ville-Marie",2024-02-19T16:05:43.789000,2024-06-18T17:05:43.789000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-a-la-circulation-sur-les-rues-de-la-gauchetiere-et-de-bleury-arrondissement-de-villemarie-20240219110958"
"Possibilité d’eau colorée – Boulevard Rosemont et rue Beaubien entre 26e avenue et rue Du Quesne",2024-02-19T17:35:07.238000,2024-06-18T18:35:07.238000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/possibilite-deau-coloree-boulevard-rosemont-et-rue-beaubien-entre-26e-avenue-et-rue-du-quesne-20240219124755"
"REPORTÉ - Entraves à ‌la‌ ‌circulation sur la 10e Avenue et la rue Dandurand, arrondissement Rosemont–La Petite-Patrie",2024-02-16T13:41:10.160000,2024-06-15T14:41:10.160000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/reporte-entraves-a-la-circulation-sur-la-10e-avenue-et-la-rue-dandurand-arrondissement-rosemontla-petitepatrie-20240216084541"
"Fermeture piscine Edouard-Montpetit, le 20/02/2024, arrondissement de Mercier-Hochelaga-Maisonneuve",2024-02-20T00:09:49.441000,2024-06-19T01:09:49.441000,"Parcs et bâtiments municipaux","Services des communications","https://montreal.ca/alertes/fermeture-piscine-edouardmontpetit-le-20022024-arrondissement-de-mercierhochelagamaisonneuve-20240219192025"
"Coupure d'eau – 9e Avenue, entre les rues Prince-Albert et Notre-Dame Est – Arrondissement de Rivière-des-Prairies–Pointe-aux-Trembles",2024-02-20T11:41:18.658000,2024-06-19T12:41:18.658000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/coupure-deau-9e-avenue-entre-les-rues-princealbert-et-notredame-est-arrondissement-de-rivieredesprairiespointeauxtrembles-20240220065732"
"REPORTÉ Entraves à ‌la‌ ‌circulation sur la rue Messier, entre l'avenue du Mont-Royal et la rue Marie-Anne, Le Plateau Mont-Royal",2024-02-20T14:54:43.299000,2024-06-19T15:54:43.299000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/reporte-entraves-a-la-circulation-sur-la-rue-messier-entre-lavenue-du-montroyal-et-la-rue-marieanne-le-plateau-montroyal-20240220095526"
"REPORTÉ - Fermeture à ‌la‌ ‌circulation sur l'avenue du Mont-Royal et la rue De Lanaudière, arrondissement Le Plateau-Mont-Royal",2024-02-19T16:32:44.449000,2024-06-18T17:32:44.449000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/reporte-fermeture-a-la-circulation-sur-lavenue-du-montroyal-et-la-rue-de-lanaudiere-arrondissement-le-plateaumontroyal-20240219113540"
"Fermeture de la circulation – Avenue Brodeur, entre les avenues Girouard et Duquette, le 21/02/2024, arrondissement de CDN-NDG",2024-02-20T16:42:27.182000,2024-06-19T17:42:27.182000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-avenue-brodeur-entre-les-avenues-girouard-et-duquette-le-21022024-arrondissement-de-cdnndg-20240220114447"
"Collecte des résidus alimentaires du 20/02/2024 – RETARDÉE – District d'Ahuntsic –Arrondissement d'Ahuntsic-Cartierville",2024-02-20T18:46:32.845000,2024-06-19T19:46:32.845000,"Déchets et recyclage","Services des communications","https://montreal.ca/alertes/collecte-des-residus-alimentaires-du-20022024-retardee-district-dahuntsic-arrondissement-dahuntsiccartierville-20240220135449"
"Entraves à ‌la‌ ‌circulation sur l'avenue du Mont-Royal et les rues Saint-Hubert et Saint-André, Le Plateau-Mont-Royal",2024-02-21T16:32:57.644000,2024-06-20T17:32:57.644000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/entraves-a-la-circulation-sur-lavenue-du-montroyal-et-les-rues-sainthubert-et-saintandre-le-plateaumontroyal-20240221113442"
"Fermeture de la circulation – Boulevard Lasalle, entre les rues Wellington et de Rushbrooke, le 22/02/2024, arrondissement de Verdun",2024-02-19T15:01:12.176000,2024-06-18T16:01:12.176000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-boulevard-lasalle-entre-les-rues-wellington-et-de-rushbrooke-le-22022024-arrondissement-de-verdun-20240221144410"
"REPORT - Entrave à ‌la‌ ‌circulation sur la côte de la Place d'Armes, entre les rues Saint-Antoine et Saint-Jacques, Ville-Marie",2024-02-21T15:45:27.823000,2024-06-20T16:45:27.823000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/report-entrave-a-la-circulation-sur-la-cote-de-la-place-darmes-entre-les-rues-saintantoine-et-saintjacques-villemarie-20240221104638"
"Entrave à ‌la‌ ‌circulation – Rue Cartier et rue Dandurand, arrondissement de Rosemont-La Petite-Patrie",2024-02-22T13:46:47.016000,2024-06-21T14:46:47.016000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/entrave-a-la-circulation-rue-cartier-et-rue-dandurand-arrondissement-de-rosemontla-petitepatrie-20240222085849"
"Fermeture à la circulation – Rue Saint-Antoine Ouest, entre les rues Saint-Urbain et Clark, arrondissement de Ville-Marie",2024-02-22T21:20:02.023000,2024-06-21T22:20:02.023000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-a-la-circulation-rue-saintantoine-ouest-entre-les-rues-sainturbain-et-clark-arrondissement-de-villemarie-20240222162936"
"MISE À JOUR  - Horaire spécial pour la piscine Saint-Henri, le 22/02/2024, arrondissement du Sud-Ouest",2024-02-21T21:10:01.140000,2024-06-20T22:10:01.140000,"Parcs et bâtiments municipaux","Services des communications","https://montreal.ca/alertes/mise-a-jour-horaire-special-pour-la-piscine-sainthenri-le-22022024-arrondissement-du-sudouest-20240221161312"
"Fermeture de la circulation – Avenue Fielding entre avenue de Kensington et Grand Boulevard, arr. de Côte-des-Neiges–Notre-Dame-de-Grâce ",2024-02-22T23:02:29.858000,2024-06-22T00:02:29.858000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-avenue-fielding-entre-avenue-de-kensington-et-grand-boulevard-arr-de-cotedesneigesnotredamedegrace--20240222180350"
"Avis préventif d’ébullition d’eau – Rue Todd et rue Mondugno, arrondissement de Saint-Laurent",2024-02-23T01:02:24.511000,2024-06-22T02:02:24.511000,"Urgence","Services des communications","https://montreal.ca/alertes/avis-preventif-debullition-deau-rue-todd-et-rue-mondugno-arrondissement-de-saintlaurent-20240222201627"
"Entrave à la circulation – Chemin de la Côte-Sainte-Catherine, entre l'avenue McNider et le boulevard du Mont-Royal – Outremont",2024-02-23T12:40:25.015000,2024-06-22T13:40:25.015000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/entrave-a-la-circulation-chemin-de-la-cotesaintecatherine-entre-lavenue-mcnider-et-le-boulevard-du-montroyal-outremont-20240223075534"
"Coupure d'eau – Chemin de la Côte-Sainte-Catherine et boulevard du Mont-Royal – Arrondissement d'Outremont",2024-02-23T12:05:53.517000,2024-06-22T13:05:53.517000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/coupure-deau-chemin-de-la-cotesaintecatherine-et-boulevard-du-montroyal-arrondissement-doutremont-20240223075544"
"Coupure d'eau – Avenue Vincent-D'Indy et avenue Willowdale – Arrondissement d'Outremont",2024-02-23T13:54:31.660000,2024-06-22T14:54:31.660000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/coupure-deau-avenue-vincentdindy-et-avenue-willowdale-arrondissement-doutremont-20240223091232"
"Fermeture de la circulation – Avenue Vincent-D'Indy, entre le chemin de la Côte-Sainte-Catherine et l'avenue Willowdale – Outremont",2024-02-23T13:08:41.531000,2024-06-22T14:08:41.531000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-avenue-vincentdindy-entre-le-chemin-de-la-cotesaintecatherine-et-lavenue-willowdale-outremont-20240223091240"
"Entrave à ‌la‌ ‌circulation sur la rue Saint-Patrick, entre la rue Beaulieu et l'avenue Irwin, Le Sud-Ouest",2024-02-23T15:03:07.917000,2024-06-22T16:03:07.917000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/entrave-a-la-circulation-sur-la-rue-saintpatrick-entre-la-rue-beaulieu-et-lavenue-irwin-le-sudouest-20240223100841"
"Entraves à ‌la‌ ‌circulation sur l'avenue du Mont-Royal et les rues Clark et Saint-Urbain, Le Plateau-Mont-Royal",2024-02-23T15:00:47.780000,2024-06-22T16:00:47.780000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/entraves-a-la-circulation-sur-lavenue-du-montroyal-et-les-rues-clark-et-sainturbain-le-plateaumontroyal-20240223101744"
"Fermeture de la circulation – Rue Sherbrooke Est, entre les rues Frontenac et D'Iberville, arrondissement de Ville-Marie",2024-02-23T15:12:51.572000,2024-06-22T16:12:51.572000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-rue-sherbrooke-est-entre-les-rues-frontenac-et-diberville-arrondissement-de-villemarie-20240223102442"
"Avis d’interruption d’eau – boulevard Rosemont – arrondissement de Rosemont-La Petite-Patrie ",2024-02-23T18:04:54.808000,2024-06-22T19:04:54.808000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/avis-dinterruption-deau-boulevard-rosemont-arrondissement-de-rosemontla-petitepatrie--20240223130819"
"Entraves à la circulation – Rue Sainte-Catherine Ouest et rue Crescent –  Arrondissement de Ville-Marie",2024-02-23T16:58:13.299000,2024-06-22T17:58:13.299000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/entraves-a-la-circulation-rue-saintecatherine-ouest-et-rue-crescent-arrondissement-de-villemarie-20240223132427"
"Fermeture de la circulation – Rue Wellington, entre les rues Queen et Prince, arrondissement de Ville-Marie",2024-02-23T15:32:44.928000,2024-06-22T16:32:44.928000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-rue-wellington-entre-les-rues-queen-et-prince-arrondissement-de-villemarie-20240224121733"
"Horaire spécial pour le centre aquatique de Rivière-des-Prairies, le 24/02/2024, arrondissement de Rivières des Prairies-Pointe-aux-Trembles",2024-02-24T19:06:50.226000,2024-06-23T20:06:50.226000,"Parcs et bâtiments municipaux","Services des communications","https://montreal.ca/alertes/horaire-special-pour-le-centre-aquatique-de-rivieredesprairies-le-24022024-arrondissement-de-rivieres-des-prairiespointeauxtrembles-20240224142021"
"Fin de l'avis préventif d’ébullition de l’eau – Rue Todd et rue Mondugno, arrondissement de Saint-Laurent",2024-02-24T21:07:21.663000,2024-06-23T22:07:21.663000,"Urgence","Services des communications","https://montreal.ca/alertes/fin-de-lavis-preventif-debullition-de-leau-rue-todd-et-rue-mondugno-arrondissement-de-saintlaurent-20240224160913"
"Entrave partielle à la circulation – Rue Sainte-Catherine Ouest entre les rues Bishop et Mackay, arrondissement de Ville-Marie",2024-02-23T18:24:34.798000,2024-06-22T19:24:34.798000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/entrave-partielle-a-la-circulation-rue-saintecatherine-ouest-entre-les-rues-bishop-et-mackay-arrondissement-de-villemarie-20240224174536"
"Rappel - Avis d’interruption d’eau – boulevard Rosemont – arrondissement de Rosemont-La Petite-Patrie ",2024-02-23T18:18:31.224000,2024-06-22T19:18:31.224000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/rappel-avis-dinterruption-deau-boulevard-rosemont-arrondissement-de-rosemontla-petitepatrie--20240225110502"
"Fermeture de la circulation – Avenue Beaconsfield, entre les avenues Fielding et Somerled – Côte-des-Neiges–Notre-Dame-de-Grâce",2024-02-25T16:03:54.855000,2024-06-24T17:03:54.855000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-avenue-beaconsfield-entre-les-avenues-fielding-et-somerled-cotedesneigesnotredamedegrace-20240225111849"
"Possibilité d’eau colorée – Arrondissement d'Anjou",2024-02-23T14:22:48.671000,2024-06-22T15:22:48.671000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/possibilite-deau-coloree-arrondissement-danjou-20240225120314"
"Horaire spécial pour le Centre aquatique de Rivière-des-Prairies, le 25/02/2024, arrondissement de Rivières des Prairies-Pointe-aux-Trembles",2024-02-25T17:45:49.568000,2024-06-24T18:45:49.568000,"Parcs et bâtiments municipaux","Services des communications","https://montreal.ca/alertes/horaire-special-pour-le-centre-aquatique-de-rivieredesprairies-le-25022024-arrondissement-de-rivieres-des-prairiespointeauxtrembles-20240225124553"
"MISE À JOUR - Fermeture de la circulation – Rue de Verdun, entre les rues Osborne et Egan – arrondissement de Verdun",2024-02-25T23:19:09.181000,2024-06-25T00:19:09.181000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/mise-a-jour-fermeture-de-la-circulation-rue-de-verdun-entre-les-rues-osborne-et-egan-arrondissement-de-verdun-20240225182013"
"Fermeture à ‌la‌ ‌circulation sur du Mont-Royal, entre De La Roche et Papineau et sur la rue Marquette, entre Marie-Anne et Gilford, PMR",2024-02-26T15:01:49.920000,2024-06-25T16:01:49.920000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-a-la-circulation-sur-du-montroyal-entre-de-la-roche-et-papineau-et-sur-la-rue-marquette-entre-marieanne-et-gilford-pmr-20240226100823"
"ANNULÉ - Coupure d'eau – Avenue Beaconsfield entre avenue Fielding et avenue Somerled, arrondissement de Côte-des-Neiges-Notre-Dame-de-G...",2024-02-25T16:12:50.580000,2024-06-24T17:12:50.580000,"Eau et aqueduc","Services des communications","https://montreal.ca/alertes/annule-coupure-deau-avenue-beaconsfield-entre-avenue-fielding-et-avenue-somerled-arrondissement-de-cotedesneigesnotredamedeg-20240225112109"
"Fermeture de la circulation – Avenue Dunlop, entre les avenues Ducharme et du Manoir, arrondissement d'Outremont",2024-02-26T16:28:15.117000,2024-06-25T17:28:15.117000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-avenue-dunlop-entre-les-avenues-ducharme-et-du-manoir-arrondissement-doutremont-20240226114127"
"Entrave à la circulation – Boul. de Pierrefonds, entre Ste-Anne et St-Jean, et boul. Jacques-Bizard, entre Pierrefonds et Gouin O.  ",2024-02-26T16:28:58.961000,2024-06-25T17:28:58.961000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/entrave-a-la-circulation-boul-de-pierrefonds-entre-steanne-et-stjean-et-boul-jacquesbizard-entre-pierrefonds-et-gouin-o--20240226125903"
"REPORTÉE –  Fermeture de la circulation – Avenue Dunlop, entre les avenues Ducharme et du Manoir, arrondissement d'Outremont",2024-02-26T21:05:20.886000,2024-06-25T22:05:20.886000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/reportee-fermeture-de-la-circulation-avenue-dunlop-entre-les-avenues-ducharme-et-du-manoir-arrondissement-doutremont-20240226161101"
"Arrondissement d'Ahuntsic-Cartierville – Réaménagement du boulevard Gouin Ouest, entre l'avenue  Wood et le boulevard Toupin",2024-02-28T19:17:39.305000,2024-06-27T20:17:39.305000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/arrondissement-dahuntsiccartierville-reamenagement-du-boulevard-gouin-ouest-entre-lavenue-wood-et-le-boulevard-toupin-20240228150535"
"Avis préventif d’ébullition d’eau – Rue Fox, entre les boulevards Gouin O. et de Pierrefonds – Arrondissement de Pierrefonds-Roxboro",2024-02-29T17:20:49.719000,2024-06-28T18:20:49.719000,"Urgence","Services des communications","https://montreal.ca/alertes/avis-preventif-debullition-deau-rue-fox-entre-les-boulevards-gouin-o-et-de-pierrefonds-arrondissement-de-pierrefondsroxboro-20240229122713"
"Fermeture de la circulation – Rue Crescent, entre la rue Sainte-Catherine O. et le boul. René-Lévesque O.  –  Arrondissement de Ville-Marie",2024-02-29T19:45:55.315000,2024-06-28T20:45:55.315000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermeture-de-la-circulation-rue-crescent-entre-la-rue-saintecatherine-o-et-le-boul-renelevesque-o-arrondissement-de-villemarie-20240229150538"
"Fermetures à la ‌circulation sur les rues Fleury Est et Rancourt, arrondissement d'Ahuntsic-Cartierville",2024-03-01T13:50:17.109000,2024-06-29T14:50:17.109000,"Circulation et transport","Services des communications","https://montreal.ca/alertes/fermetures-a-la-circulation-sur-les-rues-fleury-est-et-rancourt-arrondissement-dahuntsiccartierville-20240301090032"
